,55_feats_7.28_rmse,48_feats_7.25_rmse,152_feats_6.97_rmse
SpMin8_Bhp,0,0,0
SpMin8_Bhs,0,0,0
SpMin8_Bhv,0,0,0
Spe,0,0,0
SsBr,0,0,0
SsBr*ETA_AlphaP,0,0,0
SsBr*ETA_dAlpha_A,0,0,0
SsBr*ETA_dPsi_A,1,0,0
SsBr*maxsBr,0,0,0
SsCH3,0,0,0
SsCl,0,0,0
SsF,1,0,1
SsI,0,0,0
SsNH2,0,0,0
SsNH2*ETA_dEpsilon_A,0,0,0
SsNH2*ETA_dEpsilon_D,0,0,0
SsNH2*MDEN-11,0,0,0
SsNH2*MDEN-12,0,0,0
SsNH2*MLFER_A,0,0,0
SsOH,0,1,0
SsOH*SdsN,0,0,0
SsOH*maxdsN,0,0,0
SsOH*minsCl,0,0,0
Sse,0,0,0
SssCH2,0,0,0
SssCH2*ETA_Epsilon_3,0,0,0
SssCH2*WTPT-2,0,0,0
SssCH2*maxHCsats,0,0,0
SssCH2*minHCsats,0,0,0
SssNH,0,0,0
SssO,0,0,0
SssS,0,0,0
SsssB,0,0,0
SsssCH,0,0,0
SsssN,0,0,0
SsssN*ETA_EtaP_L,0,0,0
SssssC,0,0,0
SssssC*SdsN,0,0,0
SssssC*maxHBint4,0,0,0
SssssC*maxdsN,0,0,0
SssssC*minsCl,0,0,0
Sv,0,0,0
SwHBa,0,0,0
TIC0,0,0,0
TIC1,0,0,0
TIC2,0,0,0
TIC3,0,0,0
TIC4,0,0,0
TIC5,0,0,0
TPC_1017,0,0,0
TPC_1027,0,0,0
TPC_104,0,0,0
TPC_1276,0,0,0
TPC_128,0,0,0
TPC_1377,0,0,1
TPC_147,0,0,0
TPC_158,0,0,0
TPC_188,0,0,0
TPC_191,0,0,0
TPC_192,0,0,0
TPC_215,0,0,0
TPC_219,0,0,0
TPC_226,0,0,0
TPC_261,0,0,0
TPC_327,0,0,0
TPC_338,0,0,0
TPC_409,0,0,0
TPC_459,0,0,0
TPC_467,0,0,0
TPC_470,0,0,0
TPC_477,0,0,0
TPC_508,0,0,0
TPC_528,0,0,0
TPC_542,0,0,0
TPC_547,0,0,0
TPC_575,0,0,0
TPC_576,0,0,0
TPC_589,0,0,0
TPC_617,0,0,0
TPC_662,0,0,0
TPC_669,0,0,0
TPC_689,0,0,0
TPC_690,0,0,0
TPC_699,0,0,0
TPC_729,0,0,0
TPC_737,0,0,0
TPC_759,0,0,0
TPC_766,0,0,0
TPC_773,0,0,1
TPC_791,0,0,0
TPC_793,0,0,0
TPC_820,0,0,0
TPC_821,0,0,0
TPC_823,0,0,0
TPC_847,0,0,0
TPC_85,0,0,0
TPC_850,0,0,0
TPC_855,0,0,0
TPC_878,0,0,0
TPC_885,0,0,0
TPC_896,0,0,0
TPC_923,0,0,0
TPC_925,0,0,0
TSRW,0,0,0
TWC,0,0,0
TopoPSA,0,0,0
TpiPC,0,0,0
VAdjMat,0,0,0
VE1_D,0,0,0
VE1_Dt,0,0,0
VE1_DzZ,0,0,0
VE1_Dze,0,0,0
VE1_Dzi,0,0,0
VE1_Dzm,0,0,0
VE1_Dzp,0,0,0
VE1_Dzs,0,0,0
VE1_Dzv,0,0,0
VE2_D,0,0,0
VE2_Dt,0,0,0
VE2_DzZ,0,0,0
VE2_Dze,0,0,0
VE2_Dzi,0,0,0
VE2_Dzm,0,0,0
VE2_Dzp,0,0,0
VE2_Dzs,0,0,0
VE2_Dzs*JGI3,0,0,0
VE2_Dzs*maxsBr,1,0,1
VE2_Dzs*maxsssN,0,0,0
VE2_Dzv,0,1,0
VE3_D,0,0,0
VE3_Dt,0,1,1
VE3_DzZ,0,0,0
VE3_Dze,0,0,0
VE3_Dzi,0,0,0
VE3_Dzm,0,0,0
VE3_Dzm*ETA_dPsi_A,0,0,0
VE3_Dzm*JGI2,0,0,0
VE3_Dzp,0,0,0
VE3_Dzs,0,0,0
VE3_Dzv,0,0,0
VR1_D,0,0,0
VR1_Dt,0,0,0
VR1_DzZ,0,0,0
VR1_Dze,0,0,0
VR1_Dzi,0,0,0
VR1_Dzm,0,0,0
VR1_Dzp,1,0,0
VR1_Dzs,0,0,0
VR1_Dzv,0,0,0
VR2_D,0,0,0
VR2_Dt,0,0,0
VR2_DzZ,0,0,0
VR2_Dze,0,0,0
VR2_Dzi,0,0,0
VR2_Dzm,0,0,0
VR2_Dzm*minHBint10,0,0,0
VR2_Dzp,0,1,0
VR2_Dzs,0,0,0
VR2_Dzv,1,0,0
VR3_D,0,0,0
VR3_Dt,0,0,0
VR3_DzZ,0,0,0
VR3_Dze,0,0,0
VR3_Dzi,0,0,0
VR3_Dzm,0,0,0
VR3_Dzp,0,0,0
VR3_Dzs,0,0,0
VR3_Dzv,0,0,0
WPATH_1041,0,0,1
WPATH_105,0,0,0
WPATH_1080,0,0,0
WPATH_1221,0,0,1
WPATH_1223,0,0,0
WPATH_125,0,0,0
WPATH_1321,0,1,0
WPATH_1328,0,0,1
WPATH_139,0,0,0
WPATH_1409,0,1,0
WPATH_141,0,0,0
WPATH_1458,0,0,0
WPATH_1481,0,0,0
WPATH_1483,0,0,0
WPATH_1497,0,0,0
WPATH_1515,0,0,0
WPATH_1563,1,1,1
WPATH_1597,0,0,0
WPATH_1653,0,0,0
WPATH_1724,0,0,0
WPATH_179,0,0,0
WPATH_181,1,0,0
WPATH_190,0,0,0
WPATH_1979,0,0,0
WPATH_201,0,0,0
WPATH_2049,0,0,0
WPATH_225,0,0,0
WPATH_234,0,0,0
WPATH_240,0,0,0
WPATH_2540,0,0,0
WPATH_277,0,0,0
WPATH_343,0,0,0
WPATH_3587,0,0,0
WPATH_3619,0,0,0
WPATH_401,0,0,0
WPATH_411,0,0,0
WPATH_420,0,0,0
WPATH_426,0,0,0
WPATH_446,0,0,0
WPATH_466,0,0,0
WPATH_480,0,0,0
WPATH_621,0,0,0
WPATH_675,0,0,0
WPATH_698,0,0,0
WPATH_699,0,0,0
WPATH_783,0,0,0
WPATH_799,0,0,1
WPATH_819,0,0,0
WPATH_839,0,0,0
WPATH_885,0,0,0
WPATH_893,0,0,0
WPATH_913,0,0,0
WPATH_919,0,0,0
WPATH_935,0,0,1
WPATH_982,0,0,0
WPATH_985,0,0,0
WPATH_989,0,0,0
WPOL_12,0,0,0
WPOL_13,0,0,0
WPOL_14,0,0,0
WPOL_16,0,0,1
WPOL_18,0,0,0
WPOL_19,0,0,0
WPOL_20,0,0,0
WPOL_21,0,0,0
WPOL_22,0,0,0
WPOL_23,0,0,0
WPOL_27,0,0,0
WPOL_29,0,0,0
WPOL_30,0,0,0
WPOL_31,0,0,0
WPOL_32,0,0,0
WPOL_33,0,0,0
WPOL_34,1,0,0
WPOL_35,0,0,0
WPOL_36,1,0,0
WPOL_37,0,0,0
WPOL_38,0,0,0
WPOL_39,0,0,0
WPOL_40,0,0,0
WPOL_41,0,0,0
WPOL_44,0,0,0
WPOL_45,0,0,0
WPOL_53,0,1,0
WPOL_55,0,0,0
WPOL_9,0,0,0
WTPT-1,0,0,0
WTPT-2,0,0,0
WTPT-3,0,0,0
WTPT-4,0,0,0
WTPT-5,0,0,0
ZMIC0,0,0,0
ZMIC1,0,0,0
ZMIC2,0,0,0
ZMIC3,0,0,0
ZMIC4,0,0,0
ZMIC5,0,0,0
Zagreb_102,0,0,0
Zagreb_106,0,0,0
Zagreb_110,0,1,1
Zagreb_112,0,0,0
Zagreb_114,0,0,1
Zagreb_116,0,0,0
Zagreb_118,0,0,0
Zagreb_120,0,0,1
Zagreb_122,0,0,0
Zagreb_124,0,0,0
Zagreb_126,0,0,0
Zagreb_130,0,0,0
Zagreb_132,0,0,0
Zagreb_134,0,0,0
Zagreb_136,0,0,0
Zagreb_138,0,0,0
Zagreb_142,0,0,0
Zagreb_146,0,0,0
Zagreb_156,0,0,0
Zagreb_180,0,0,0
Zagreb_182,0,0,0
Zagreb_44,0,0,0
Zagreb_52,0,0,0
Zagreb_54,0,0,0
Zagreb_56,0,0,0
Zagreb_58,0,0,0
Zagreb_62,0,0,1
Zagreb_64,0,0,0
Zagreb_68,0,0,0
Zagreb_78,0,0,0
Zagreb_80,0,0,0
Zagreb_86,0,0,0
Zagreb_88,0,0,0
Zagreb_92,0,0,0
Zagreb_96,0,0,0
apol,0,0,0
bpol,0,0,0
fragC,0,0,0
gmax,0,1,1
gmin,0,0,0
hmax,0,0,0
hmin,0,0,0
hmin*MDEN-23,0,0,0
maxHBa,0,0,1
maxHBa*MDEN-11,0,0,0
maxHBd,0,0,0
maxHBd*ETA_dEpsilon_A,0,0,0
maxHBd*ETA_dEpsilon_D,0,0,0
maxHBd*MDEN-11,0,0,0
maxHBd*MDEN-12,0,0,0
maxHBint10,0,0,0
maxHBint2,0,0,0
maxHBint2*MDEN-11,0,0,0
maxHBint3,0,0,0
maxHBint3*maxHBint4,0,0,0
maxHBint4,0,0,0
maxHBint5,0,0,0
maxHBint6,0,0,0
maxHBint7,0,0,0
maxHBint9,0,0,0
maxHCsats,0,0,0
maxHCsats*ETA_Epsilon_3,0,0,0
maxHCsats*WTPT-2,0,0,0
maxHCsatu,0,0,0
maxHaaCH,0,0,0
maxHaaNH,0,0,0
maxHdsCH,0,0,0
maxHother,0,0,0
maxHsNH2,0,0,0
maxHsOH,0,0,0
maxHssNH,0,0,0
maxaaCH,0,0,0
maxaaN,0,0,0
maxaaNH,0,0,0
maxaaaC,0,0,0
maxaasC,0,0,0
maxaasN,0,0,0
maxdO,0,0,0
maxdO*MDEN-11,0,0,0
maxdsCH,0,0,0
maxdsN,0,0,0
maxdssC,0,0,0
maxsBr,0,0,1
maxsBr*ETA_AlphaP,0,0,0
maxsBr*ETA_dAlpha_A,0,0,1
maxsBr*ETA_dPsi_A,0,0,0
maxsCH3,0,0,0
maxsCl,0,0,0
maxsF,1,0,1
maxsI,0,0,0
maxsNH2,0,0,0
maxsOH,0,0,0
maxssCH2,0,0,0
maxssCH2*ETA_Epsilon_3,0,0,0
maxssCH2*WTPT-2,0,0,0
maxssNH,0,0,0
maxssO,0,0,0
maxsssCH,0,0,0
maxsssN,0,0,0
maxsssN*ETA_EtaP_L,0,0,0
maxsssN*WTPT-2,0,0,0
maxsssN*maxHCsats,0,0,0
maxssssC,0,0,0
maxwHBa,0,0,0
meanI,0,0,0
meanI*MDEN-11,0,0,0
minHBa,0,0,0
minHBa*ETA_dPsi_A,0,0,0
minHBa*JGI2,0,0,0
minHBd,0,0,0
minHBd*ETA_dEpsilon_A,0,0,0
minHBd*ETA_dEpsilon_D,0,0,0
minHBd*MDEN-11,0,0,0
minHBd*MLFER_A,0,0,0
minHBint10,0,0,0
minHBint2,0,0,0
minHBint2*MDEN-11,0,0,0
minHBint3,0,0,0
minHBint3*JGI2,0,0,0
minHBint3*maxHBd,0,0,0
minHBint3*maxHBint10,0,0,0
minHBint4,0,0,0
minHBint5,0,0,0
minHBint5*SdsN,0,0,0
minHBint5*maxHBint4,0,0,0
minHBint5*maxdsN,0,0,0
minHBint5*minsCl,0,0,0
minHBint6,0,0,0
minHBint7,0,0,0
minHBint9,0,1,1
minHCsats,0,0,0
minHCsats*ETA_Epsilon_3,0,0,0
minHCsats*ETA_EtaP_L,0,0,0
minHCsats*WTPT-2,0,0,0
minHCsats*maxHCsats,0,0,0
minHCsatu,0,0,0
minHaaCH,0,0,0
minHaaNH,0,0,0
minHdsCH,0,0,0
minHother,0,0,0
minHsNH2,0,0,0
minHsOH,0,0,0
minHssNH,0,0,0
minaaCH,0,0,0
minaaN,0,0,0
minaaNH,0,0,0
minaaS,0,0,0
minaaaC,0,0,0
minaasC,0,1,0
minaasC*ETA_dPsi_A,0,0,0
minaasC*gmax,0,0,0
minaasC*maxHBa,0,0,0
minaasN,0,0,0
mindO,0,0,0
minddssS,0,0,0
minddssS*JGI2,0,0,0
minddssS*maxsCH3,0,0,0
mindsCH,0,0,0
mindsN,0,0,0
mindssC,0,0,0
minsBr,0,0,1
minsCH3,0,0,0
minsCl,0,0,0
minsF,0,0,1
minsI,0,0,0
minsNH2,0,0,0
minsNH2*ETA_dEpsilon_D,0,0,0
minsNH2*MDEN-11,0,0,0
minsOH,0,0,0
minssCH2,0,0,0
minssCH2*ETA_Epsilon_3,0,0,0
minssCH2*ETA_EtaP_L,0,0,0
minssCH2*WTPT-2,0,0,0
minssCH2*maxHCsats,0,0,0
minssNH,0,0,0
minssO,0,0,0
minssS,0,0,0
minsssB,0,0,0
minsssCH,0,0,0
minsssN,0,0,0
minssssC,0,0,0
minssssC*maxHBint4,0,0,0
minssssC*maxdsN,0,0,0
minwHBa,0,0,0
minwHBa*ETA_Shape_Y,0,0,0
minwHBa*ETA_dPsi_A,0,0,0
minwHBa*gmax,0,0,0
minwHBa*maxHBa,0,0,0
n5HeteroRing_0,0,0,0
n5HeteroRing_1,0,0,0
n5HeteroRing_2,0,0,0
n5Ring_0,0,0,0
n5Ring_1,0,0,0
n5Ring_2,0,0,0
n6HeteroRing_0,0,0,0
n6HeteroRing_1,0,0,0
n6HeteroRing_2,0,0,0
n6Ring_0,0,0,0
n6Ring_1,0,0,0
n6Ring_2,0,0,0
n6Ring_3,0,0,0
n6Ring_4,0,0,0
nAromBond_0,0,0,0
nAromBond_10,0,0,0
nAromBond_11,0,0,0
nAromBond_16,0,0,0
nAromBond_17,1,0,1
nAromBond_22,0,0,0
nAromBond_23,0,0,0
nAromBond_24,0,0,0
nAromBond_5,0,0,0
nAromBond_6,0,0,0
nAtomLAC_0,0,0,0
nAtomLAC_2,0,0,0
nAtomLAC_3,0,0,1
nAtomLC_0,0,0,0
nAtomLC_1,0,0,0
nAtomLC_11,0,0,0
nAtomLC_14,0,0,0
nAtomLC_2,0,0,0
nAtomLC_3,0,0,0
nAtomLC_4,0,0,0
nAtomLC_5,0,1,1
nAtomLC_6,0,0,0
nAtomLC_7,0,0,0
nAtomP_10,0,0,0
nAtomP_11,0,0,0
nAtomP_13,0,0,0
nAtomP_15,0,0,0
nAtomP_16,0,0,0
nAtomP_17,1,0,0
nAtomP_18,0,0,0
nAtomP_19,0,0,0
nAtomP_20,0,0,1
nAtomP_21,0,0,0
nAtomP_25,0,0,0
nAtomP_27,0,0,0
nAtomP_3,0,0,0
nAtomP_6,0,0,0
nAtomP_8,0,0,0
nAtomP_9,0,0,1
nAtom_13,0,0,1
nAtom_14,0,0,0
nAtom_15,0,0,0
nAtom_17,0,0,0
nAtom_18,0,0,0
nAtom_19,0,0,0
nAtom_20,0,0,0
nAtom_21,0,0,0
nAtom_22,0,0,0
nAtom_23,0,0,0
nAtom_25,0,0,0
nAtom_26,0,0,0
nAtom_28,0,0,0
nAtom_29,0,0,0
nAtom_30,0,0,0
nAtom_32,0,0,0
nAtom_33,0,0,0
nAtom_35,0,0,0
nAtom_36,0,0,0
nAtom_37,0,0,0
nAtom_38,0,0,0
nAtom_40,0,1,0
nAtom_41,0,0,0
nAtom_42,0,0,1
nAtom_43,0,0,0
nAtom_44,0,0,0
nAtom_47,0,0,0
nAtom_52,0,0,0
nAtom_54,0,0,0
nAtom_55,0,0,0
nB_0,0,0,0
nB_1,0,0,0
nBase_0,0,0,1
nBase_1,0,0,1
nBase_2,0,0,0
nBonds2_14,0,1,1
nBonds2_15,0,0,0
nBonds2_16,0,0,0
nBonds2_18,1,0,0
nBonds2_19,0,0,0
nBonds2_20,0,0,0
nBonds2_22,0,0,0
nBonds2_23,0,0,0
nBonds2_25,0,0,0
nBonds2_27,0,0,0
nBonds2_28,0,0,0
nBonds2_29,0,0,0
nBonds2_30,0,0,0
nBonds2_31,0,0,1
nBonds2_32,0,0,0
nBonds2_33,0,0,0
nBonds2_35,0,0,0
nBonds2_36,0,0,0
nBonds2_37,0,0,0
nBonds2_38,0,0,0
nBonds2_39,0,0,0
nBonds2_40,0,0,0
nBonds2_41,0,0,0
nBonds2_43,0,0,0
nBonds2_44,0,1,0
nBonds2_45,0,0,0
nBonds2_46,0,0,0
nBonds2_47,0,1,0
nBonds2_50,0,0,0
nBonds2_53,0,0,0
nBonds2_58,0,0,0
nBonds2_59,0,1,0
nBondsD2_0,0,0,0
nBondsD2_1,0,0,1
nBondsD2_2,0,0,0
nBondsD2_3,0,0,0
nBondsD2_4,0,0,0
nBondsD2_9,0,0,0
nBondsD_0,0,0,0
nBondsD_1,0,0,0
nBondsD_2,0,0,0
nBondsD_3,0,0,0
nBondsD_4,0,0,0
nBondsD_9,0,0,0
nBondsM_1,0,0,0
nBondsM_10,0,0,0
nBondsM_11,0,0,0
nBondsM_12,0,0,0
nBondsM_14,0,0,1
nBondsM_16,1,0,0
nBondsM_17,0,0,0
nBondsM_18,0,0,0
nBondsM_19,0,0,1
nBondsM_2,0,0,0
nBondsM_24,0,0,0
nBondsM_25,0,0,0
nBondsM_7,0,0,0
nBondsM_8,0,0,0
nBondsM_9,0,0,0
nBondsS2_10,0,0,0
nBondsS2_11,0,0,0
nBondsS2_12,0,0,1
nBondsS2_13,0,0,0
nBondsS2_14,0,0,0
nBondsS2_15,0,0,0
nBondsS2_16,0,0,0
nBondsS2_17,0,0,0
nBondsS2_18,0,0,0
nBondsS2_19,0,0,1
nBondsS2_20,0,0,0
nBondsS2_21,0,0,0
nBondsS2_22,0,0,0
nBondsS2_23,0,0,0
nBondsS2_25,0,0,0
nBondsS2_26,0,0,0
nBondsS2_27,0,0,0
nBondsS2_29,0,0,0
nBondsS2_30,0,0,1
nBondsS2_31,0,0,0
nBondsS2_32,0,0,0
nBondsS2_33,0,0,0
nBondsS2_34,0,0,1
nBondsS2_36,0,0,0
nBondsS2_4,0,0,1
nBondsS2_44,0,0,0
nBondsS2_5,0,0,0
nBondsS2_6,0,0,0
nBondsS2_8,0,0,0
nBondsS2_9,0,0,0
nBondsS3_0,0,0,0
nBondsS3_1,0,0,0
nBondsS3_10,0,0,0
nBondsS3_11,0,0,0
nBondsS3_12,0,0,0
nBondsS3_13,0,0,0
nBondsS3_14,0,0,0
nBondsS3_18,0,0,0
nBondsS3_2,0,0,0
nBondsS3_3,0,0,0
nBondsS3_4,0,0,0
nBondsS3_5,0,0,0
nBondsS3_6,0,0,0
nBondsS3_7,0,0,0
nBondsS3_8,0,0,0
nBondsS3_9,0,0,0
nBondsS_13,0,0,0
nBondsS_14,0,0,1
nBondsS_15,0,0,0
nBondsS_16,0,0,0
nBondsS_17,0,0,0
nBondsS_18,0,0,0
nBondsS_19,0,0,0
nBondsS_20,0,0,0
nBondsS_21,0,0,0
nBondsS_22,0,0,1
nBondsS_23,0,0,0
nBondsS_25,0,0,0
nBondsS_27,0,0,0
nBondsS_28,0,0,0
nBondsS_29,0,0,0
nBondsS_30,0,0,0
nBondsS_31,0,0,0
nBondsS_32,0,0,0
nBondsS_33,0,0,0
nBondsS_36,0,0,0
nBondsS_37,0,0,0
nBondsS_39,0,0,0
nBondsS_40,0,0,1
nBondsS_41,0,0,0
nBondsS_42,0,0,1
nBondsS_43,0,0,0
nBondsS_44,0,0,0
nBondsS_46,0,0,0
nBondsS_48,0,0,0
nBondsS_50,0,0,0
nBondsS_56,0,0,0
nBondsS_57,0,0,0
nBonds_10,0,0,0
nBonds_11,0,0,0
nBonds_12,0,0,0
nBonds_13,0,0,1
nBonds_14,0,0,0
nBonds_16,0,0,0
nBonds_17,0,0,0
nBonds_18,0,0,0
nBonds_19,0,0,0
nBonds_20,0,0,0
nBonds_21,0,0,0
nBonds_22,0,0,0
nBonds_23,0,0,0
nBonds_24,0,0,0
nBonds_25,0,0,0
nBonds_26,0,0,0
nBonds_27,0,0,0
nBonds_28,0,0,0
nBonds_30,0,0,0
nBonds_32,0,0,1
nBonds_37,0,0,1
nBr_0,0,0,0
nBr_1,0,0,1
nBr_2,0,0,0
nC_10,0,0,0
nC_11,0,0,0
nC_12,0,0,1
nC_13,0,0,0
nC_14,0,0,0
nC_15,0,0,0
nC_16,0,0,0
nC_17,0,1,0
nC_18,0,0,0
nC_19,0,0,0
nC_23,0,0,0
nC_6,0,0,0
nC_7,0,0,0
nC_8,0,0,0
nC_9,0,0,0
nCl_0,0,0,0
nCl_1,0,0,0
nF10HeteroRing_0,0,0,0
nF10HeteroRing_1,0,0,0
nF10Ring_0,0,0,0
nF10Ring_1,0,0,0
nF9HeteroRing_0,0,0,0
nF9HeteroRing_1,0,0,0
nF9Ring_0,0,0,0
nF9Ring_1,0,0,0
nFRing_0,0,0,0
nFRing_1,0,0,0
nF_0,0,0,1
nF_1,0,0,1
nF_3,0,0,0
nHBAcc2_2,0,0,0
nHBAcc2_3,0,0,0
nHBAcc2_4,0,0,0
nHBAcc2_5,0,0,0
nHBAcc2_6,0,0,0
nHBAcc2_7,0,0,0
nHBAcc2_8,0,0,1
nHBAcc3_2,0,0,0
nHBAcc3_3,0,0,0
nHBAcc3_4,0,0,0
nHBAcc3_5,0,0,0
nHBAcc3_6,0,0,0
nHBAcc3_7,0,0,0
nHBAcc3_8,0,0,0
nHBAcc_2,0,0,0
nHBAcc_3,0,0,1
nHBAcc_4,0,0,0
nHBAcc_5,0,0,0
nHBAcc_6,0,0,0
nHBAcc_7,1,0,0
nHBAcc_Lipinski_2,0,0,0
nHBAcc_Lipinski_3,0,0,0
nHBAcc_Lipinski_4,0,0,0
nHBAcc_Lipinski_5,0,0,0
nHBAcc_Lipinski_6,0,0,0
nHBAcc_Lipinski_7,0,0,0
nHBAcc_Lipinski_8,0,0,0
nHBDon_0,0,0,0
nHBDon_1,0,0,0
nHBDon_2,0,0,0
nHBDon_3,0,0,1
nHBDon_Lipinski_0,0,0,0
nHBDon_Lipinski_1,0,0,0
nHBDon_Lipinski_2,0,0,0
nHBDon_Lipinski_3,0,0,0
nHBDon_Lipinski_4,0,0,0
nHBa_1,0,0,0
nHBa_2,0,1,0
nHBa_3,0,0,0
nHBa_4,0,0,0
nHBa_5,0,0,0
nHBa_6,0,0,0
nHBa_7,1,0,0
nHBa_8,0,0,0
nHBd_0,0,0,0
nHBd_1,0,0,0
nHBd_2,0,0,0
nHBd_3,0,0,0
nHBint10_0,0,0,0
nHBint10_1,0,0,0
nHBint10_2,0,0,0
nHBint10_4,0,0,0
nHBint2_0,0,0,0
nHBint2_1,0,0,0
nHBint2_2,0,0,0
nHBint2_4,0,0,0
nHBint3_0,0,0,0
nHBint3_1,0,0,0
nHBint3_3,0,0,1
nHBint3_4,0,0,0
nHBint4_0,0,0,0
nHBint4_1,0,0,0
nHBint4_2,0,0,0
nHBint5_0,0,0,0
nHBint5_4,0,0,0
nHBint6_0,0,0,0
nHBint6_1,0,0,0
nHBint6_2,0,0,0
nHBint6_4,0,0,0
nHBint7_0,0,0,0
nHBint7_1,0,0,0
nHBint7_4,0,0,0
nHBint9_0,0,0,0
nHBint9_1,0,0,0
nHBint9_2,1,1,1
nHBint9_3,1,0,0
nHBint9_4,0,0,0
nHCsats_0,0,0,0
nHCsats_2,0,0,0
nHCsats_3,0,0,1
nHCsats_4,0,0,0
nHCsats_5,0,0,0
nHCsats_6,0,0,0
nHCsats_7,0,0,0
nHCsatu_0,0,0,0
nHCsatu_1,0,0,0
nHCsatu_2,0,0,0
nH_0,0,0,0
nH_10,0,0,0
nH_11,0,0,0
nH_12,0,0,0
nH_13,0,0,0
nH_14,0,0,0
nH_15,0,0,0
nH_16,0,0,0
nH_17,0,0,0
nH_18,0,0,0
nH_19,0,0,0
nH_2,1,1,0
nH_20,0,0,0
nH_21,0,0,0
nH_22,0,0,0
nH_26,0,0,0
nH_3,0,0,0
nH_4,1,1,1
nH_5,0,0,0
nH_6,0,0,0
nH_7,0,0,0
nH_8,0,0,0
nH_9,0,0,0
nHaaCH_0,0,0,0
nHaaCH_1,0,0,0
nHaaCH_10,0,0,1
nHaaCH_11,0,0,0
nHaaCH_12,0,0,0
nHaaCH_2,0,0,0
nHaaCH_3,0,0,0
nHaaCH_4,0,0,0
nHaaCH_5,0,0,0
nHaaCH_6,0,0,0
nHaaCH_7,0,0,0
nHaaCH_8,0,0,0
nHaaNH_0,0,0,0
nHaaNH_1,0,0,0
nHdsCH_0,0,0,0
nHdsCH_1,0,0,0
nHdsCH_3,0,0,0
nHeavyAtom_10,0,0,0
nHeavyAtom_11,0,0,0
nHeavyAtom_12,0,0,0
nHeavyAtom_13,0,0,0
nHeavyAtom_14,0,0,0
nHeavyAtom_15,0,0,0
nHeavyAtom_16,0,0,0
nHeavyAtom_17,0,0,0
nHeavyAtom_18,0,0,0
nHeavyAtom_19,0,0,0
nHeavyAtom_20,0,0,0
nHeavyAtom_21,0,0,0
nHeavyAtom_22,0,0,0
nHeavyAtom_23,0,0,0
nHeavyAtom_24,1,0,1
nHeavyAtom_25,0,0,0
nHeavyAtom_26,0,0,0
nHeavyAtom_27,0,0,0
nHeavyAtom_29,0,0,0
nHeavyAtom_33,0,0,0
nHeteroRing_0,0,0,0
nHeteroRing_1,0,0,0
nHeteroRing_2,0,0,0
nHeteroRing_3,0,0,0
nHother_0,0,0,0
nHother_10,0,0,0
nHother_11,0,0,0
nHother_12,0,0,0
nHother_2,0,0,0
nHother_3,0,0,0
nHother_4,0,0,0
nHother_5,0,0,0
nHother_6,0,0,0
nHother_7,0,0,0
nHother_8,0,0,0
nHsNH2_0,0,0,0
nHsNH2_1,0,0,0
nHsNH2_2,0,0,0
nHsOH_0,0,0,0
nHsOH_1,0,0,0
nHssNH_0,0,0,0
nHssNH_1,0,0,0
nHssNH_2,0,1,0
nI_0,0,0,0
nI_1,0,0,0
nN_0,0,0,0
nN_1,0,0,0
nN_2,0,0,0
nN_3,0,0,0
nN_4,0,0,0
nN_5,0,0,1
nO_0,1,1,1
nO_1,0,0,0
nO_2,0,0,0
nO_3,0,0,0
nO_4,0,0,0
nO_5,0,0,0
nO_6,0,0,0
nRing_0,0,0,0
nRing_1,0,0,0
nRing_2,0,0,1
nRing_3,0,0,0
nRing_4,0,0,0
nRing_5,1,0,0
nRotB_0,0,0,0
nRotB_1,0,0,0
nRotB_2,0,0,0
nRotB_3,0,0,0
nRotB_4,0,0,0
nRotB_5,0,0,0
nRotB_6,0,0,0
nRotB_7,1,0,0
nRotB_9,0,0,0
nRotBt_0,0,0,0
nRotBt_1,0,0,1
nRotBt_11,0,0,0
nRotBt_13,0,0,0
nRotBt_2,0,0,0
nRotBt_3,0,0,0
nRotBt_4,0,0,0
nRotBt_5,0,0,0
nRotBt_6,0,0,0
nRotBt_7,1,0,0
nRotBt_8,1,0,0
nRotBt_9,0,0,0
nS_1,0,0,0
nS_2,0,0,0
nS_3,0,0,0
nT10HeteroRing_0,0,0,0
nT10HeteroRing_1,0,0,0
nT10Ring_0,0,0,0
nT10Ring_1,0,0,0
nT5HeteroRing_0,0,0,0
nT5HeteroRing_1,0,0,0
nT5HeteroRing_2,0,0,0
nT5Ring_0,0,0,0
nT5Ring_1,0,0,0
nT5Ring_2,0,0,0
nT6HeteroRing_0,0,0,0
nT6HeteroRing_1,0,0,0
nT6HeteroRing_2,0,0,0
nT6Ring_0,0,0,0
nT6Ring_1,0,0,0
nT6Ring_2,0,0,0
nT6Ring_3,0,0,0
nT6Ring_4,0,0,1
nT9HeteroRing_0,0,0,0
nT9HeteroRing_1,0,0,0
nT9Ring_0,0,0,0
nT9Ring_1,0,0,0
nTRing_0,0,0,0
nTRing_1,0,0,0
nTRing_2,0,0,0
nTRing_3,0,0,0
nTRing_4,0,0,0
nTRing_5,0,0,0
nTRing_6,0,0,1
nX_0,0,0,0
nX_1,0,0,0
nX_2,0,0,0
nX_3,0,0,0
naAromAtom_0,0,0,0
naAromAtom_11,0,0,0
naAromAtom_15,0,0,0
naAromAtom_20,0,0,0
naAromAtom_21,0,0,0
naAromAtom_5,0,0,0
naAromAtom_6,0,0,0
naAromAtom_9,0,0,1
naaCH_0,0,0,0
naaCH_1,0,0,0
naaCH_10,0,0,0
