0.036000000000000004
10.0
50.0
50.0
50.0
8.0
50.0
50.0
35.0
50.0
45.0
45.0
40.0
50.0
50.0
50.0
50.0
25.0
50.0
50.0
15.0
1.7
10.0
10.0
10.0
2.0
10.0
10.0
50.0
9.4
50.0
100.0
100.0
17.6
100.0
100.0
100.0
100.0
100.0
25.0
50.0
50.0
50.0
50.0
50.0
50.0
18.5
